Company,Location,Date,Time,Rocket,Mission,RocketStatus,Price,MissionStatus
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",08-11-17,1:42:00,Vega,Mohammed VI-A,Active,37,Success
Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",12-11-17,12:19:00,Antares 230,CRS OA-8E,Retired,85,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China",14-11-17,18:35:00,Long March 4C,Fengyun 3D,Active,64.68,Success
ULA,"SLC-2W, Vandenberg AFB, California, USA",18-11-17,9:47:00,Delta II 7920-10C,JPSS-1,Retired,,Success
CASC,"LC-16, Taiyuan Satellite Launch Center, China",21-11-17,4:50:00,Long March 6,"Jilin-1 Video 04, 05 & 06",Active,19,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",24-11-17,18:10:00,Long March 2C,"Yaogan-30 D, E, & F",Active,30.8,Success
Roscosmos,"Site 1S, Vostochny Cosmodrome, Russia",28-11-17,5:41:00,Soyuz 2.1b/Fregat-M,Meteor-M No.2-1 & Rideshares,Active,25,Failure
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",02-12-17,10:43:00,Soyuz 2.1b,Cosmos 2524,Active,20,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",03-12-17,4:11:00,Long March 2D,LKW-1,Active,29.75,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",10-12-17,16:41:00,Long March 3B/E,Alcomsat-1,Active,29.15,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",12-12-17,18:36:00,Ariane 5 ES,Galileo FOC FM15-FM18,Retired,,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",15-12-17,15:36:00,Falcon 9 Block 3,CRS-13,Retired,62,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",17-12-17,7:21:00,Soyuz FG,Soyuz MS-07 (53S),Retired,,Success
Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",17-12-17,,New Shepard,NS-7,Active,,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",23-12-17,1:26:00,H-IIA 202,GCOM-C & SLATS,Active,90,Success
SpaceX,"SLC-4E, Vandenberg AFB, California, USA",23-12-17,1:27:00,Falcon 9 Block 3,Iridium-4,Retired,62,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",23-12-17,4:14:00,Long March 2D,LKW-2,Active,29.75,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",25-12-17,19:44:00,Long March 2C,"Yaogan-30 G, H & I",Active,30.8,Success
Land Launch,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",26-12-17,19:00:00,Zenit-3 SLBF,AngoSat-1,Retired,,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",08-01-18,1:00:00,Falcon 9 Block 4,Zuma,Retired,62,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China",09-01-18,3:24:00,Long March 2D,SuperView 03 & 04,Active,29.75,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",11-01-18,23:18:00,Long March 3B/YZ-1,BeiDou-3 M7 & M8,Active,,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",12-01-18,3:58:00,PSLV-XL,Cartosat-2F & Rideshares,Active,31,Success
ULA,"SLC-6, Vandenberg AFB, California, USA",12-01-18,22:11:00,"Delta IV Medium+ (5,2)",NROL-47,Retired,,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",13-01-18,7:20:00,Long March 2D,LKW-3,Active,29.75,Success
JAXA,"Mu Pad, Uchinoura Space Center, Japan",17-01-18,21:06:00,Epsilon PBS,ASNARO 2,Active,39,Success
CASC,"Site 95, Jiuquan Satellite Launch Center, China",19-01-18,4:12:00,Long March 11,"Jilin-1 07, 08 & Others",Active,5.3,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",20-01-18,0:48:00,Atlas V 411,SBIRS GEO-4,Retired,115,Success
Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",21-01-18,1:43:00,Electron/Curie,Still Testing,Active,7.5,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",25-01-18,5:39:00,Long March 2C,"Yaogan 30 J, K & L",Active,30.8,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",25-01-18,22:20:00,Ariane 5 ECA,SES-14/GOLD & Al Yah-3,Active,200,Partial Failure
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",31-01-18,21:25:00,Falcon 9 Block 3,GovSat-1 / SES-16,Retired,62,Success
Roscosmos,"Site 1S, Vostochny Cosmodrome, Russia",01-02-18,2:07:00,Soyuz 2.1a/Fregat-M,Kanopus-V No. 3-4 & Rideshares,Active,23,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",02-02-18,7:50:00,Long March 2D,CSES & Rideshares,Active,29.75,Success
JAXA,"Uchinoura Space Center, Japan",03-02-18,5:03:00,SS-520,Tricom-1R,Active,,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",06-02-18,20:45:00,Falcon Heavy,Test Flight,Active,90,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",12-02-18,5:10:00,Long March 3B/YZ-1,BeiDou-3 M3 & M4,Active,,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",13-02-18,8:13:00,Soyuz 2.1a,Progress MS-08 (69P),Active,17.42,Success
SpaceX,"SLC-4E, Vandenberg AFB, California, USA",22-02-18,14:17:00,Falcon 9 Block 3,"PAZ & Tintin A, Tintin B",Retired,62,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",27-02-18,4:34:00,H-IIA 202,IGS-Optical 6,Active,90,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",01-03-18,22:02:00,Atlas V 541,GOES-S (GOES-17),Active,145,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",06-03-18,5:33:00,Falcon 9 Block 4,Hispasat 30W-6,Retired,62,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",09-03-18,17:10:00,Soyuz ST-B/Fregat-MT,O3b FM13-FM16,Active,30,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",17-03-18,7:10:00,Long March 2D,LKW-4,Active,29.75,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",21-03-18,17:44:00,Soyuz FG,Soyuz MS-08 (54S),Retired,,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",29-03-18,11:26:00,GSLV Mk II,GSAT-6A,Active,47,Success
Roscosmos,"Site 43/4, Plesetsk Cosmodrome, Russia",29-03-18,17:38:00,Soyuz 2.1v,Cosmos 2525,Active,,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",29-03-18,17:50:00,Long March 3B/YZ-1,BeiDou-3 M9 & M10,Active,,Success
SpaceX,"SLC-4E, Vandenberg AFB, California, USA",30-03-18,14:14:00,Falcon 9 Block 4,Iridium-5,Retired,62,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China",31-03-18,3:22:00,Long March 4C,Gaofen-1 02-04,Active,64.68,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",02-04-18,20:30:00,Falcon 9 Block 4,CRS-14,Retired,62,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",05-04-18,21:34:00,Ariane 5 ECA,Superbird-B3/DSN-1 & HYLAS-4,Active,200,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",10-04-18,4:25:00,Long March 4C,"Yaogan 31 A, B, & C",Active,64.68,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",11-04-18,22:34:00,PSLV-XL,IRNSS-1I,Active,31,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",14-04-18,23:13:00,Atlas V 551,AFSPC-11,Active,153,Success
VKS RF,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",18-04-18,22:12:00,Proton-M/Briz-M,Blagovest-12L,Active,65,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",18-04-18,22:51:00,Falcon 9 Block 4,Transiting Exoplanet Survey Satellite (TESS),Retired,62,Success
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",25-04-18,17:57:00,Rokot/Briz KM,Sentinel-3B,Retired,41.8,Success
CASC,"Site 95, Jiuquan Satellite Launch Center, China",26-04-18,4:42:00,Long March 11,Zhuhai-1 2A to 2D,Active,5.3,Success
Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",29-04-18,17:06:00,New Shepard,NS-8,Active,,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",03-05-18,16:05:00,Long March 3B/E,Apstar 6C,Active,29.15,Success
ULA,"SLC-3E, Vandenberg AFB, California, USA",05-05-18,11:05:00,Atlas V 401,InSight,Active,109,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China",08-05-18,18:28:00,Long March 4C,Gaofen 5,Active,64.68,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",11-05-18,20:14:00,Falcon 9 Block 5,Bangabandhu-1,Active,67,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",20-05-18,21:28:00,Long March 4C,"Queqiao, Longjiang 1 & 2",Active,64.68,Success
Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",21-05-18,4:44:00,Antares 230,CRS OA-9E,Retired,85,Success
SpaceX,"SLC-4E, Vandenberg AFB, California, USA",22-05-18,19:47:00,Falcon 9 Block 4,Iridium-6 & GRACE-FO,Retired,62,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",02-06-18,4:13:00,Long March 2D,Gaofen 6 & Luojia 1,Active,29.75,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",04-06-18,4:29:00,Falcon 9 Block 4,SES-12,Retired,62,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",05-06-18,13:07:00,Long March 3A,Fengyun 2H,Active,69.7,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",06-06-18,11:12:00,Soyuz FG,Soyuz MS-09 (55S),Retired,,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",12-06-18,4:20:00,H-IIA 202,IGS Radar-6,Active,90,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",16-06-18,21:30:00,Soyuz 2.1b/Fregat-M,GLONASS-M No.53S,Active,25,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",27-06-18,3:30:00,Long March 2C,XJSS A & B,Active,30.8,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",29-06-18,9:42:00,Falcon 9 Block 4,CRS-15,Retired,62,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",09-07-18,3:56:00,Long March 2C,PRSS-1 & PakTES-1A,Active,30.8,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",09-07-18,20:50:00,Long March 3A,BeiDou-2 I7,Active,69.7,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",09-07-18,21:51:00,Soyuz 2.1a,Progress MS-09 (70P),Active,17.42,Success
Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",18-07-18,15:11:00,New Shepard,NS-9 (Inflight Escape Test),Active,,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",22-07-18,5:50:00,Falcon 9 Block 5,Telstar 19V,Active,67,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",25-07-18,11:25:00,Ariane 5 ES,Galileo FOC FM19-FM22,Retired,,Success
SpaceX,"SLC-4E, Vandenberg AFB, California, USA",25-07-18,11:39:00,Falcon 9 Block 5,Iridium-7,Active,67,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",29-07-18,1:48:00,Long March 3B/YZ-1,BeiDou-3 M5 & M6,Active,,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China",31-07-18,3:00:00,Long March 4B,Gaofen 11,Active,64.68,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",07-08-18,5:18:00,Falcon 9 Block 5,Merah Putih (Telkom-4),Active,67,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",12-08-18,7:31:00,Delta IV Heavy,Parker Solar Probe,Active,350,Success
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",22-08-18,21:20:00,Vega,ADM-Aeolus,Active,37,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",24-08-18,23:52:00,Long March 3B/YZ-1,BeiDou-3 M11 & M12,Active,,Success
Exos,"Vertical Launch Area, Spaceport America, New Mexico",25-08-18,18:15:00,SARGE,Launch 1,Active,,Partial Failure
CASC,"Taiyuan Satellite Launch Center, China",07-09-18,3:15:00,Long March 2C,Haiyang 1C (HY-1C),Active,30.8,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",10-09-18,4:45:00,Falcon 9 Block 5,Telstar 18V / APStar 5C,Active,67,Success
ULA,"SLC-2W, Vandenberg AFB, California, USA",15-09-18,13:02:00,Delta II 7420-10C,ICESat-2,Retired,,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",16-09-18,16:38:00,PSLV-CA,SSTL-1 & NovaSAR-S,Active,21,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",19-09-18,14:07:00,Long March 3B/YZ-1,BeiDou-3 M13 & M14,Active,,Success
MHI,"LA-Y2, Tanegashima Space Center, Japan",22-09-18,17:52:00,H-IIB,HTV-7,Retired,112.5,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",25-09-18,22:38:00,Ariane 5 ECA,Horizons-3e & Azerspace 2/Intelsat 38,Active,200,Success
ExPace,"Site 95, Jiuquan Satellite Launch Center, China",29-09-18,4:13:00,Kuaizhou 1A,CentiSpace-1 S1,Active,5.8,Success
SpaceX,"SLC-4E, Vandenberg AFB, California, USA",08-10-18,2:21:00,Falcon 9 Block 5,SAOCOM 1A,Active,67,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",09-10-18,2:43:00,Long March 2C,Yaogan-32 Group 01,Active,30.8,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",11-10-18,8:40:00,Soyuz FG,Soyuz MS-10 (56S),Retired,,Failure
CASC,"LC-3, Xichang Satellite Launch Center, China",15-10-18,4:23:00,Long March 3B/YZ-1,BeiDou-3 M15 & M16,Active,,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",17-10-18,4:15:00,Atlas V 551,AEHF-4,Active,153,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",20-10-18,1:45:00,Ariane 5 ECA,BepiColombo,Active,200,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China",24-10-18,22:57:00,Long March 4B,Haiyang-2B,Active,64.68,Success
Roscosmos,"Site 43/4, Plesetsk Cosmodrome, Russia",25-10-18,0:15:00,Soyuz 2.1b,Lotus-S No.4,Active,20,Success
Landspace,"Site 95, Jiuquan Satellite Launch Center, China",27-10-18,8:00:00,ZhuQue-1,CCTV Future-1,Retired,,Failure
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",29-10-18,0:47:00,Long March 2C,"CFOSAT, Zhaojin-1, Hongyan-1, & Others",Active,30.8,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",29-10-18,4:08:00,H-IIA 202,"Ibuki 2, KhalifaSat & Others",Active,90,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",01-11-18,15:57:00,Long March 3B/E,Beidou-3 G1,Active,29.15,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",03-11-18,20:17:00,Soyuz 2.1b/Fregat,GLONASS-M No.54S,Active,25,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",07-11-18,0:47:00,Soyuz ST-B/Fregat-M,MetOp C,Active,,Success
Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",11-11-18,3:50:00,Electron/Curie,It's Business Time,Active,7.5,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",14-11-18,11:38:00,GSLV Mk III,GSAT 29,Active,62,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",15-11-18,20:46:00,Falcon 9 Block 5,Es'hail 2,Active,67,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",16-11-18,18:14:00,Soyuz FG,Progress MS-10 (71P),Retired,,Success
Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",17-11-18,9:01:00,Antares 230,CRS NG-10,Retired,85,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",18-11-18,18:07:00,Long March 3B/YZ-1,BeiDou-3 M17 & M18,Active,,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",19-11-18,23:40:00,Long March 2D,"Shiyan-6, Jiading-1 (OKW-01), & Others",Active,29.75,Success
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",21-11-18,1:42:00,Vega,Mohammed VI-B,Active,37,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",29-11-18,4:27:00,PSLV-CA,HySIS,Active,21,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",30-11-18,2:27:00,Rokot/Briz KM,Cosmos 2530 to 2532,Retired,41.8,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",03-12-18,11:31:00,Soyuz FG,Soyuz MS-11 (57S),Retired,,Success
SpaceX,"SLC-4E, Vandenberg AFB, California, USA",03-12-18,18:34:00,Falcon 9 Block 5,Spaceflight SSO-A,Active,67,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",04-12-18,20:37:00,Ariane 5 ECA,GSAT-11 & GEO-KOMPSAT 2A,Active,200,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",05-12-18,18:16:00,Falcon 9 Block 5,CRS-16,Active,67,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",07-12-18,4:12:00,Long March 2D,"SaudiSAT 5A, & 5B and Others",Active,29.75,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",07-12-18,18:23:00,Long March 3B/E,Chang'e-4,Active,29.15,Success
Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",16-12-18,6:33:00,Electron/Curie,This one's for Pickering,Active,7.5,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",19-12-18,10:40:00,GSLV Mk II,GSAT-7A,Active,47,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",19-12-18,16:37:00,Soyuz ST-A/Fregat-M,CSO 1,Active,30,Success
VKS RF,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",21-12-18,0:20:00,Proton-M/Briz-M,Blagovest No.13L,Active,65,Success
CASC,"Site 95, Jiuquan Satellite Launch Center, China",21-12-18,23:51:00,Long March 11,Hongyun-1,Active,5.3,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",23-12-18,13:51:00,Falcon 9 Block 5,GPS III SV01,Active,67,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",24-12-18,16:53:00,Long March 3C/E,TJS-3,Active,20,Success
Roscosmos,"Site 1S, Vostochny Cosmodrome, Russia",27-12-18,2:07:00,Soyuz 2.1a/Fregat,Kanopus-V No. 5-6 & Rideshares,Active,48.5,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",29-12-18,8:02:00,Long March 2D/YZ-3,Hongyan-1,Active,,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",10-01-19,17:11:00,Long March 3B/E,Zhongxing-2D (Chinasat-2D),Active,29.15,Success
SpaceX,"SLC-4E, Vandenberg AFB, California, USA",11-01-19,15:31:00,Falcon 9 Block 5,Iridium-8,Active,67,Success
ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran",15-01-19,0:30:00,Simorgh,Payam-e Amirkabir,Active,,Failure
JAXA,"Mu Pad, Uchinoura Space Center, Japan",18-01-19,0:50:00,Epsilon PBS,Innovative Satellite Technology Demonstration-1,Active,39,Success
ULA,"SLC-6, Vandenberg AFB, California, USA",19-01-19,19:10:00,Delta IV Heavy,NROL-71,Active,350,Success
CASC,"Site 95, Jiuquan Satellite Launch Center, China",21-01-19,5:42:00,Long March 11,Jilin-1 Hyperspectral & Others,Active,5.3,Success
Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",23-01-19,15:05:00,New Shepard,NS-10,Active,,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",24-01-19,18:07:00,PSLV-DL,Microsat-R,Active,,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",05-02-19,21:01:00,Ariane 5 ECA,GSAT-31 & Hellas-Sat-4,Active,200,Success
ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran",05-02-19,,Safir-1B+,Dousti,Active,,Failure
VKS RF,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",21-02-19,16:47:00,Soyuz 2.1b/Fregat-M,EgyptSat-A,Active,25,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",22-02-19,1:45:00,Falcon 9 Block 5,Nusantara Satu & Beresheet,Active,67,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",27-02-19,21:37:00,Soyuz ST-B/Fregat-M,OneWeb #1,Active,,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",02-03-19,7:49:00,Falcon 9 Block 5,SpaceX Demo-1,Active,67,Success
Exos,"Vertical Launch Area, Spaceport America, New Mexico",02-03-19,17:45:00,SARGE,Launch 2,Active,,Partial Failure
CASC,"LC-3, Xichang Satellite Launch Center, China",09-03-19,16:28:00,Long March 3B/E,Zhongxing-6C,Active,29.15,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",14-03-19,19:14:00,Soyuz FG,Soyuz MS-12 (58S),Retired,,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",16-03-19,0:26:00,"Delta IV Medium+ (5,4)",WGS-10,Retired,,Success
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",22-03-19,1:50:00,Vega,PRISMA,Active,37,Success
OneSpace,"Site 95, Jiuquan Satellite Launch Center, China",27-03-19,9:39:00,OS-M1,Lingque-1B,Active,,Failure
Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",28-03-19,23:27:00,Electron/Curie,Two Thumbs Up,Active,7.5,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",31-03-19,15:51:00,Long March 3B/E,Tianlian-2,Active,29.15,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",01-04-19,3:57:00,PSLV-QL,EMISAT & Rideshares,Active,21,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",04-04-19,11:01:00,Soyuz 2.1a,Progress MS-11 (72P),Active,17.42,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",04-04-19,17:04:00,Soyuz ST-B/Fregat-MT,O3b FM17-FM20,Active,30,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",11-04-19,22:35:00,Falcon Heavy,ArabSat 6A,Active,90,Success
Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",17-04-19,20:46:00,Antares 230,CRS NG-11,Retired,85,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",20-04-19,14:30:00,Long March 3B/E,Beidou-3 IGSO-1,Active,29.15,Success
CASC,"Taiyuan Satellite Launch Center, China",29-04-19,22:52:00,Long March 4B,Tianhui-2 Group 01,Active,64.68,Success
Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",02-05-19,13:35:00,New Shepard,NS-11,Active,,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",04-05-19,6:48:00,Falcon 9 Block 5,CRS-17,Active,67,Success
Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",05-05-19,6:00:00,Electron/Curie,That's a Funny Looking Cactus,Active,7.5,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",17-05-19,15:48:00,Long March 3C/E,Beidou-2 G8,Active,20,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",22-05-19,0:00:00,PSLV-CA,RISAT-2B,Active,21,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China",22-05-19,22:55:00,Long March 4C,Yaogan Weixing-33,Active,64.68,Failure
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",24-05-19,2:30:00,Falcon 9 Block 5,Starlink V0.9,Active,67,Success
Roscosmos,"Site 43/4, Plesetsk Cosmodrome, Russia",27-05-19,6:23:00,Soyuz 2.1b/Fregat-M,Cosmos 2534,Active,25,Success
Roscosmos,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",30-05-19,17:42:00,Proton-M/Briz-M,Yamal-601,Active,65,Success
CASC,"Tai Rui Barge, Yellow Sea",05-06-19,4:06:00,Long March 11H,Jilin-1 & Others,Active,5.3,Success
SpaceX,"SLC-4E, Vandenberg AFB, California, USA",12-06-19,14:17:00,Falcon 9 Block 5,RADARSAT Constellation,Active,67,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",20-06-19,21:43:00,Ariane 5 ECA,Eutelsat 7C &  AT&T T-16,Active,200,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",24-06-19,18:09:00,Long March 3B/E,Beidou-3 IGSO-2,Active,29.15,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",25-06-19,6:30:00,Falcon Heavy,STP-2,Active,90,Success
Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",29-06-19,4:30:00,Electron/Curie,Make it Rain,Active,7.5,Success
Exos,"Vertical Launch Area, Spaceport America, New Mexico",29-06-19,18:00:00,SARGE,Launch 3,Active,,Partial Failure
Roscosmos,"Site 1S, Vostochny Cosmodrome, Russia",05-07-19,5:41:00,Soyuz 2.1b/Fregat-M,"Meteor-M No.2-2, Landmapper-BC 5 & 6, and Others",Active,25,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",10-07-19,17:14:00,Soyuz 2.1v/Volga,Cosmos 2535 to 2538,Active,,Success
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",11-07-19,1:53:00,Vega,Falcon Eye 1,Active,37,Failure
Roscosmos,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",13-07-19,12:31:00,Proton-M/DM-3,Spektr-RG,Active,65,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",20-07-19,16:28:00,Soyuz FG,Soyuz MS-13 (59S),Retired,,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",22-07-19,9:13:00,GSLV Mk III,Chandrayaan-2 lunar mission,Active,62,Success
i-Space,"Site 95, Jiuquan Satellite Launch Center, China",25-07-19,5:00:00,Hyperbola-1,CAS-7B & Others,Active,,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",25-07-19,22:01:00,Falcon 9 Block 5,CRS-18,Active,67,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",26-07-19,3:57:00,Long March 2C,Yaogan-30-05,Active,30.8,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",30-07-19,5:56:00,Soyuz 2.1a/Fregat-M,Meridian-M n†­18L,Active,23,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",31-07-19,12:10:00,Soyuz 2.1a,Progress MS-12,Active,17.42,Success
Roscosmos,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",05-08-19,21:56:00,Proton-M/Briz-M,Cosmos 2539,Active,65,Success
